State,District,Year,Hazard Score,Exposure Score,Vulnerability Score,Risk Score,Risk Category,Missing_Tiers
Uttar Pradesh,Saharanpur,2021,0.281206481,,0.510611326,0.395908904,Medium Risk,Exposure
Uttar Pradesh,Sambhal,2020,0.06732819,,0.471170571,0.26924938,Low Risk,Exposure
Uttar Pradesh,Sambhal,2021,0.369044829,,0.478632792,0.423838811,Medium Risk,Exposure
Uttar Pradesh,Sant Kabir Nagar,2020,0.497150535,,0.491815971,0.494483253,Medium Risk,Exposure
Uttar Pradesh,Sant Kabir Nagar,2021,0.733560371,,0.497555361,0.615557866,Medium Risk,Exposure
Uttar Pradesh,Sant Ravi Das Nagar,2020,0.454673154,,,0.454673154,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Sant Ravi Das Nagar,2021,0.538206336,,,0.538206336,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Shahjahanpur,2020,0.203550074,,0.512016519,0.357783297,Medium Risk,Exposure
Uttar Pradesh,Shahjahanpur,2021,0.633673782,,0.545352279,0.589513031,Medium Risk,Exposure
Uttar Pradesh,Shamli,2020,0.289979211,,0.397061314,0.343520263,Low Risk,Exposure
Uttar Pradesh,Shamli,2021,0.659210523,,0.431603165,0.545406844,Medium Risk,Exposure
Uttar Pradesh,Shravasti,2020,0.515321195,,0.428680135,0.472000665,Medium Risk,Exposure
Uttar Pradesh,Shravasti,2021,0.676076664,,0.454488136,0.5652824,Medium Risk,Exposure
Uttar Pradesh,Siddharth Nagar,2020,0.630288186,,0.475546483,0.552917335,Medium Risk,Exposure
Uttar Pradesh,Siddharth Nagar,2021,0.75174492,,0.455069482,0.603407201,Medium Risk,Exposure
Uttar Pradesh,Sitapur,2020,0.152480919,,0.577916806,0.365198863,Medium Risk,Exposure
Uttar Pradesh,Sitapur,2021,0.71180667,,0.547323801,0.629565236,High Risk,Exposure
Uttar Pradesh,Sonbhadra,2020,0.305899249,,0.481352652,0.393625951,Medium Risk,Exposure
Uttar Pradesh,Sonbhadra,2021,0.527153993,,0.4544922,0.490823097,Medium Risk,Exposure
Uttar Pradesh,Sultanpur,2020,0.517900587,,0.551643922,0.534772255,Medium Risk,Exposure
Uttar Pradesh,Sultanpur,2021,0.610439765,,0.565951984,0.588195875,Medium Risk,Exposure
Uttar Pradesh,Unnao,2020,0.368987234,,0.571602321,0.470294778,Medium Risk,Exposure
Uttar Pradesh,Unnao,2021,0.470203039,,0.55918485,0.514693945,Medium Risk,Exposure
Uttar Pradesh,Varanasi,2020,0.365322503,,0.608797471,0.487059987,Medium Risk,Exposure
Uttar Pradesh,Varanasi,2021,0.530685719,,,0.530685719,Medium Risk,"Exposure, Vulnerability"
Uttarakhand,Almora,2020,0.353172111,0.618369845,0.218139042,0.396560333,Medium Risk,None
Uttarakhand,Almora,2021,0.622217362,0.618369845,0.257011802,0.49919967,Medium Risk,None
Uttarakhand,Bageshwar,2020,0.458542928,0.635042879,0.229447589,0.441011132,Medium Risk,None
Uttarakhand,Bageshwar,2021,0.416647667,0.635042879,0.144364902,0.398685149,Medium Risk,None
Uttarakhand,Chamoli,2020,0.294955044,0.587006268,0.164000189,0.348653834,Low Risk,None
Uttarakhand,Chamoli,2021,0.49757332,0.587006268,0.211669894,0.432083161,Medium Risk,None
Uttarakhand,Champawat,2020,0.42761192,0.621994045,0.235487818,0.428364594,Medium Risk,None
Uttarakhand,Champawat,2021,0.656987414,0.621994045,0.235836784,0.504939414,Medium Risk,None
Uttarakhand,Dehradun,2020,0.154368807,0.731912684,0.441886734,0.442722742,Medium Risk,None
Uttarakhand,Dehradun,2021,0.351449536,0.731912684,0.484239457,0.522533892,Medium Risk,None
Uttarakhand,Garhwal,2020,0.17593045,,,0.17593045,Low Risk,"Exposure, Vulnerability"
Uttarakhand,Garhwal,2021,0.521026598,,,0.521026598,Medium Risk,"Exposure, Vulnerability"
Uttarakhand,Haridwar,2020,0.310304636,0.627781438,0.496165782,0.478083952,Medium Risk,None
Uttarakhand,Haridwar,2021,0.348395725,0.627781438,0.495680253,0.490619139,Medium Risk,None
Uttarakhand,Nainital,2020,0.292782607,0.645223854,0.374630383,0.437545615,Medium Risk,None
Uttarakhand,Nainital,2021,0.556650568,0.645223854,0.413816473,0.538563632,Medium Risk,None
Uttarakhand,Pithoragarh,2020,0.58198193,0.643100319,0.270047192,0.49837648,Medium Risk,None
Uttarakhand,Pithoragarh,2021,0.61600941,0.643100319,0.323129853,0.527413194,Medium Risk,None
Uttarakhand,Rudraprayag,2020,0.307045547,0.641127468,0.162127956,0.370100324,Medium Risk,None
Uttarakhand,Rudraprayag,2021,0.572541099,0.641127468,0.13180085,0.448489806,Medium Risk,None
Uttarakhand,Tehri Garhwal,2020,0.137258142,0.576178696,0.264094776,0.325843871,Low Risk,None
Uttarakhand,Tehri Garhwal,2021,0.486531987,0.576178696,0.290805098,0.451171927,Medium Risk,None
Uttarakhand,Udham Singh Nagar,2020,0.334195263,0.65032861,0.480085442,0.488203105,Medium Risk,None
Uttarakhand,Udham Singh Nagar,2021,0.494384163,0.65032861,0.564657475,0.569790083,Medium Risk,None
Uttarakhand,Uttarkashi,2020,0.191679342,0.562525178,0.241510508,0.331905009,Low Risk,None
Uttarakhand,Uttarkashi,2021,0.409943565,0.562525178,0.273543239,0.415337327,Medium Risk,None
West Bengal,Alipurduar,2020,0.607918273,,0.347648072,0.477783173,Medium Risk,Exposure
West Bengal,Alipurduar,2021,0.191017993,,0.344467681,0.267742837,Low Risk,Exposure
West Bengal,Bankura,2020,0.379645817,0.470122903,0.328435605,0.392734775,Medium Risk,None
West Bengal,Bankura,2021,0.707388626,0.470122903,0.388826679,0.522112736,Medium Risk,None
West Bengal,Barddhaman,2020,0.540954716,,,0.540954716,Medium Risk,"Exposure, Vulnerability"
West Bengal,Barddhaman,2021,0.756060404,,,0.756060404,High Risk,"Exposure, Vulnerability"
West Bengal,Birbhum,2020,0.621331683,0.436207949,0.39822955,0.485256394,Medium Risk,None
West Bengal,Birbhum,2021,0.654435694,0.436207949,0.417938894,0.502860846,Medium Risk,None
West Bengal,Dakshin Dinajpur,2020,0.322158386,0.502093491,0.447950552,0.424067476,Medium Risk,None
West Bengal,Dakshin Dinajpur,2021,0.426085695,0.502093491,0.396158893,0.441446026,Medium Risk,None
West Bengal,Darjeeling,2020,0.583412228,0.600443163,0.318241762,0.500699051,Medium Risk,None
West Bengal,Darjeeling,2021,0.341685916,0.600443163,0.378958914,0.440362664,Medium Risk,None
West Bengal,Haora,2020,0.563574961,0.581010073,,0.572292517,Medium Risk,Vulnerability
West Bengal,Haora,2021,0.82724679,0.581010073,,0.704128432,High Risk,Vulnerability
West Bengal,Hugli,2020,0.572712864,0.542429281,,0.557571073,Medium Risk,Vulnerability
West Bengal,Hugli,2021,0.804847413,0.542429281,,0.673638347,High Risk,Vulnerability
West Bengal,Jalpaiguri,2020,0.692718884,0.574869251,0.372348806,0.546645647,Medium Risk,None
West Bengal,Jalpaiguri,2021,0.124103633,0.574869251,0.448415893,0.382462926,Medium Risk,None
West Bengal,Cooch Behar,2020,0.773095737,0.485807837,0.390562746,0.549822107,Medium Risk,None
West Bengal,Cooch Behar,2021,0.221424963,0.485807837,0.352138167,0.353123656,Medium Risk,None
West Bengal,Kolkata,2020,0.652211417,0.69078674,0.555458628,0.632818928,High Risk,None
West Bengal,Kolkata,2021,0.760084761,0.69078674,0.526548642,0.659140048,High Risk,None
West Bengal,Malda,2020,0.418158914,0.459367445,0.452223631,0.443249997,Medium Risk,None
West Bengal,Malda,2021,0.523650568,0.459367445,0.459767481,0.480928498,Medium Risk,None
West Bengal,Murshidabad,2020,0.530100677,0.422973127,,0.476536902,Medium Risk,Vulnerability
West Bengal,Murshidabad,2021,0.629306085,0.422973127,,0.526139606,Medium Risk,Vulnerability
West Bengal,Nadia,2020,0.596791999,0.525955468,,0.561373734,Medium Risk,Vulnerability
West Bengal,Nadia,2021,0.731419475,0.525955468,,0.628687472,High Risk,Vulnerability
West Bengal,North Twenty Four Parganas,2020,0.529207015,0.58822196,,0.558714488,Medium Risk,Vulnerability
West Bengal,North Twenty Four Parganas,2021,0.764796706,0.58822196,,0.676509333,High Risk,Vulnerability
West Bengal,Paschim Medinipur,2020,0.429723028,0.422943049,0.513856537,0.455507538,Medium Risk,None
West Bengal,Paschim Medinipur,2021,0.861759351,0.422943049,0.489150414,0.591284271,Medium Risk,None
West Bengal,Purba Medinipur,2020,0.322653991,0.459243004,0.476435074,0.419444023,Medium Risk,None
West Bengal,Purba Medinipur,2021,0.876344086,0.459243004,0.504936098,0.613507729,Medium Risk,None
West Bengal,Purulia,2020,0.348735603,0.42914954,0.30637704,0.361420728,Medium Risk,None
West Bengal,Purulia,2021,0.691746032,0.42914954,0.369443852,0.496779808,Medium Risk,None
West Bengal,South Twenty Four Parganas,2020,0.39303685,0.523321927,,0.458179389,Medium Risk,Vulnerability
West Bengal,South Twenty Four Parganas,2021,0.848845538,0.523321927,,0.686083733,High Risk,Vulnerability
West Bengal,Uttar Dinajpur,2020,0.693312271,0.466910645,,0.580111458,Medium Risk,Vulnerability
West Bengal,Uttar Dinajpur,2021,0.332903775,0.466910645,,0.39990721,Medium Risk,Vulnerability
